business_id,review_cool,review_funny,review_id,review_stars,review_useful,user_id,attributes_DogsAllowed,attributes_DriveThru,attributes_GoodForKids,good_for_dessert,good_for_late_night,good_for_lunch,good_for_dinner,good_for_brunch,good_for_breakfast,attributes_HasTV,attributes_NoiseLevel,attributes_OutdoorSeating,attributes_RestaurantsAttire,attributes_RestaurantsDelivery,attributes_RestaurantsGoodForGroups,attributes_RestaurantsPriceRange,attributes_RestaurantsReservations,attributes_RestaurantsTableService,attributes_RestaurantsTakeOut,attributes_Smoking,attributes_WheelchairAccessible,attributes_WiFi,categories,city,is_open,name,bus_review_count,bus_stars,state,cuisine,user_average_stars,bus_cool,user_review_count
AbnpKkW0mpv34jtRps4C0A,0,0,aba3VrFXZ4Em4E6l0ilQ9w,5,1,BZDUm_EXPbZ7eptAMX9JDQ,,,1,,,,,,,1,average,1,casual,1,1,1,0,,1,,,no,"Restaurants, Fast Food, American (New), Burgers, Hot Dogs, Comfort Food",Tempe,0,Lobbys Burgers,318,4,AZ,American,3.52,5,27
vhImhRvHgAsUnBvVcRYRkQ,0,0,Acx4yiVjXNA27dEq9XM8mQ,4,0,S8LLptQPhH1gZrY33bwhpA,,,0,0,0,1,1,0,0,0,average,1,casual,0,1,2,1,1,1,,1,no,"Food, Restaurants, American (Traditional), Breweries",Mesa,1,The Beer Research Institute,382,4,AZ,American,3.74,5,38
_MVSmAYSl4RkgXBg5e8JaQ,3,1,RUVdFPfnXX71EPIK_CHavw,5,5,NwPnvTALYMNZgdiwHHkuAQ,,,1,0,0,0,0,0,1,0,average,0,casual,0,1,2,0,,1,,,no,"Breakfast & Brunch, Coffee & Tea, Waffles, Food, Restaurants",Scottsdale,1,Original Pancake House,280,3.5,AZ,Others,4.09,745,410
IdNMRM2U4GK7zbsD7R2BWA,0,0,l2uIM9j42UAXhEHi-Rvvig,5,0,zh3C0Nner3tyJ98NXAiSsw,,,1,0,0,1,0,1,1,0,average,1,casual,0,1,2,0,,1,no,,free,"Restaurants, Burgers, Food, Beverage Store, American (Traditional), Gluten-Free, Breakfast & Brunch, Waffles, Salad",Phoenix,1,US Egg,232,4,AZ,American,2.84,10,36
DS8iFty1c_4YGn8sCIOFAA,4,2,wUzWJbj_1FKiIjKxd9-IPA,4,3,QGgWWhEi5R4SLAKN-xwtNQ,,,1,,,,,,,0,,,casual,0,1,1,0,,1,,,,"Bakeries, Restaurants, Food, Fast Food, Pretzels",Chandler,1,Auntie Anne's,11,3.5,AZ,Others,3.9,285,220
6ZIHxvFTHC1pvAzAS0uLDA,0,0,dmysePnvDJNC_gLAlRZ5Vg,5,0,GoyErLY80NV0nop8vKlN3Q,,,1,0,0,1,0,0,0,1,average,1,casual,0,1,1,0,,1,,1,free,"Sandwiches, Coffee & Tea, Restaurants, Ice Cream & Frozen Yogurt, Vietnamese, Bakeries, Asian Fusion, Food",Chandler,1,Lee's Sandwiches,501,4,AZ,Asian Fusion,4.35,14,46
Kq2fw7SAKOLOmiJyVCbeFA,0,0,l6_QkYvJcyCo__eN85qUaA,4,1,YoTGEhZ0HYMiOZrqnoqYgA,0,,0,0,0,0,1,0,0,1,average,1,dressy,0,1,3,1,1,1,no,1,free,"Bars, Restaurants, Food, Steakhouses, Seafood, Desserts, American (Traditional), Nightlife",Scottsdale,1,Preston's Steakhouse,186,4,AZ,American,3.68,64,68
EIL41z-hvVCeYHqfA9PyWQ,0,0,oE7sfa02aIPBi1UmrSauZQ,5,3,1_EjpNh_kbrfZI5YP9onuA,,,1,0,0,1,0,1,1,0,quiet,1,casual,1,1,2,0,0,1,,,free,"Custom Cakes, American (New), Breakfast & Brunch, Food, Greek, Mediterranean, Cafes, Bakeries, Patisserie/Cake Shop, Restaurants",Phoenix,1,EarlyBaker,184,4.5,AZ,"American, Mediterranean",3.88,0,8
k_TFJp2S1W1l1Op6v5uUYQ,0,0,W5w1ItOI4lON8ePKYX6ahg,2,1,feBp2hNYuUcvsGtBNgRP9w,,1,1,1,0,1,1,0,1,0,average,1,casual,0,1,1,0,0,1,,1,free,"Caterers, Event Planning & Services, Fast Food, Restaurants, Chicken Wings",Mesa,1,Chick-fil-A,82,3.5,AZ,Others,4,47,136
BrtjhRqnwoirhbeXTvs26g,0,0,uCHtt4YYiw7Ec4JI0FKEaQ,3,0,nIJD_7ZXHq-FX8byPMOkMQ,,,1,,,,,,,1,quiet,1,casual,0,1,2,1,,1,,,no,"Restaurants, Cafes, Food, Cuban",Chandler,0,Mimita's Cuban Cafe,138,4,AZ,Others,2.74,12,34
5jJ09QrQyrVx7aPEdZkiCw,0,0,gQ4CzRz5hOVxZgVjWsJTKQ,5,0,_jbeKPvELf7EelvXUphASw,0,,1,0,0,1,1,0,0,1,average,0,casual,0,1,2,0,0,1,no,1,free,"Restaurants, Food, Nightlife, Tacos, Bars, Barbeque, Desserts, Mexican",Gilbert,1,Arizona BBQ Company,191,4.5,AZ,Mexican,2,0,21
7_1W86xkmLyBtyEdppLcmA,0,0,NEjJh7Bc1SDs2k0Yv8Xx0w,3,3,6lnNHg0PKGdstv93M9Crtg,,0,1,0,0,0,0,0,0,1,quiet,0,casual,0,1,2,0,1,1,,,no,"Restaurants, Fast Food, Caribbean",Phoenix,1,Caribbean Marketplace Grill,26,3.5,AZ,Others,4.15,5,13
djZua1IbMN9KBEWJXKW1MA,0,0,eYmLIqHVLB3bGXxN3obMdg,1,0,oM1sp_Tteh1szxxPb12kzA,,,1,0,0,0,0,0,1,1,quiet,0,casual,0,1,1,0,,1,,,free,"Restaurants, Fast Food",Mesa,1,Carl's Jr.,20,2,AZ,Others,3.97,62,130
YTmyUCOyNbyDFnNMbYnH_g,0,0,1CGyru4L93y-iMqnSaSMvg,4,4,YjOQIt2FLTwacAqrxug5gA,,0,1,0,0,1,0,0,0,1,average,0,casual,0,0,1,0,0,1,,1,no,"American (Traditional), Hot Dogs, Food Trucks, Food, Restaurants, Fast Food, Burgers",Higley,1,Mugsy Dogs,172,4,AZ,American,4.12,6,49
qo4dzAKiwdN44wjexJWH4g,0,0,jiIJW06VOdG6JLRFL5iiPw,2,5,6Qkhc30_9wixhTzj9iYkcA,0,,1,0,0,1,0,0,0,1,quiet,1,casual,1,1,1,0,0,1,,1,free,"Salad, Food, Food Trucks, Sandwiches, Juice Bars & Smoothies, Internet Cafes, Restaurants",Laveen,1,Smoothie Run - Laveen,59,3.5,AZ,Others,4,4,16
Tc1ly-0VLk3AaoMb7CrlVA,0,0,CNPsiQKDF9a7Mgy5euca5g,1,0,1KMF5EpaBeUl2cYg3GT1tQ,,,1,0,1,1,1,0,1,0,average,1,casual,1,1,1,0,0,1,,,no,"Restaurants, Mexican, Food Stands",Phoenix,1,Speedy Street Taco,312,4,AZ,Mexican,2.54,1,9
UtsJThJWezQCAz1Ag2PaBQ,0,0,8PVN62PYslypvKcvFsX-MQ,5,0,8R86Xq47hdnfa4sdNs-DKg,,,1,0,0,1,1,0,0,1,average,0,casual,0,1,1,0,0,1,,,no,"Food, Restaurants, Chicken Wings, American (New)",Chandler,1,ATL Wings,488,4,AZ,American,4.77,3,13
JzOp695tclcNCNMuBl7oxA,0,0,GAeIodLZjLm6O9Bi53SHCQ,4,0,gfY-BGAJMINto1WK8w6orw,,0,0,0,0,1,1,0,0,1,loud,1,casual,0,1,2,0,,1,,,free,"Sandwiches, Food, Burgers, Restaurants, American (New), Specialty Food, Breakfast & Brunch, Breweries, Pizza, Nightlife, Bars, Pubs, Cheese Shops",Tempe,1,Four Peaks Brewing,2189,4.5,AZ,American,3.41,510,1025
BzgeGVOPetKDcgv9FCbpkw,0,0,pGsqJotSklvKpJXI1TgxWw,2,0,qpbBSzhjoPF6EsF9ZJ-bVQ,,0,1,0,0,1,1,0,0,0,average,0,casual,0,1,1,0,0,1,,,no,"Chinese, Restaurants, Fast Food",Phoenix,1,Panda Express,33,2,AZ,Chinese,3.95,5,16
Iq7NqQD-sESu3vr9iEGuTA,2,0,QKiouFrwQVUNNjEhu-y1Nw,5,6,tSF1V1niHF_R7Yu8G7q-1g,,,1,0,0,0,0,1,1,0,average,1,casual,0,1,2,0,,1,,,no,"Restaurants, Wraps, Waffles, Coffee & Tea, Breakfast & Brunch, Cafes, Gluten-Free, Food, American (Traditional), Sandwiches",Scottsdale,1,Butters Pancakes & Café,1278,4.5,AZ,American,4,8,16
VSi-cNgzcyxsQXez5LsOsQ,0,0,jfAac-1g9vMrdUGbbU591g,2,1,SxA4Bn-GoUnhkCUWRwMeFg,,,1,,,,,,,,,1,casual,0,1,1,0,,1,,,,"Burgers, Restaurants, Fast Food",Gilbert,1,Wendy's,23,1.5,AZ,Others,3.7,10,59
XA_m9daZl2VFDA6alnkBvg,0,0,DowxH_JGX_kLgXQxciHl1A,5,0,9ZroiC_KHUgCQ6vr7hCYig,,,1,0,0,1,1,0,0,1,average,0,casual,0,1,2,0,0,1,,1,free,"Restaurants, Poke, Food, Hawaiian, Asian Fusion, Seafood",Gilbert,1,Poki Point - Poke Restaurant,94,4.5,AZ,Asian Fusion,4.6,0,5
orMyWvonOj55yswWf-k72Q,3,3,gMS3iMSE1sCuGwhwlCYjcw,4,4,5CpLP6c3RQT4w9CyI-Burw,1,,1,0,0,1,1,1,1,1,average,1,casual,0,1,2,1,1,1,outdoor,1,free,"American (New), Breakfast & Brunch, Gluten-Free, Restaurants, Juice Bars & Smoothies, Cocktail Bars, Vegetarian, Food, Bars, Nightlife",Scottsdale,1,Farm & Craft,626,4,AZ,American,4.39,161,60
OA5D9SMnku0QAq5hFLytng,0,0,E8sVrTBmBby2sHmPoSm55Q,2,1,MPZ8NPVUEucGCbEGUfTmhA,,,1,0,0,0,0,0,0,0,average,0,casual,1,1,1,0,0,1,,,,"Fast Food, Restaurants, Delis, Sandwiches",Mesa,1,Jimmy John's,27,3,AZ,Others,3.95,28,100
yZAGhlsrmupLbrgdKm6reg,1,0,BleRfyT5J3AkSGhNozub9A,5,0,YZ1fToD3X1x4aERvhNzm2Q,,,1,0,0,0,1,0,0,1,average,0,casual,0,1,3,1,,1,,,no,"American (Traditional), Restaurants, Comfort Food, Barbeque, Steakhouses",Scottsdale,1,Don & Charlie's,615,4,AZ,American,4.31,10,63
ruo16t1qd2aywwUE47Ojnw,1,1,hbsXmIm7UJ2YtadlRKilVg,1,1,gvz7g19JDN-xmxspMFDGsg,0,,1,0,0,1,1,0,0,1,average,0,casual,0,1,2,1,0,1,,1,free,"Barbeque, Mongolian, Chinese, Gluten-Free, Restaurants, Food, Asian Fusion, Buffets, Do-It-Yourself Food",Phoenix,1,Blazin Mongolian BBQ,105,4.5,AZ,Asian Fusion,4.25,15,55
a98_-_s6HGtbtBvBXaeudQ,0,0,kNoAUvZmmZPzSFsRX4QIqg,3,0,0XcBc9_mrvSBKkYWz3-VWw,,,1,,,,,,,0,average,1,casual,0,1,1,0,,1,,,free,"Fast Food, Sandwiches, Restaurants, Delis, Salad, Soup",Scottsdale,1,Potbelly Sandwich Shop,52,4,AZ,Others,2.25,1,12
D4xv7_wwYpZEZar4DwwYYQ,1,1,QektrmAeL5aVcQsGDX6wRA,3,2,DPitNu466172os6m0Yri1Q,,1,1,0,0,1,1,0,0,0,average,0,casual,0,1,1,0,0,1,,,no,"Restaurants, Food, Burgers",Phoenix,1,Lucky Boy Burger Shop,265,4,AZ,Others,2.82,319,548
mtQ7Uc-j2muK0AyVQTT9fQ,0,0,YIFMx42lkho0lwva34HIxQ,5,0,0ibm06KpYdnGL8Ga55w5RQ,,,1,0,0,1,1,0,0,1,average,0,casual,1,1,2,0,0,1,,,free,"Chicken Wings, Soul Food, Fish & Chips, Restaurants, American (Traditional)",Chandler,0,Ibby's Fish and Chicken,174,4,AZ,American,3.55,59,135
FkInyVWi-oNDBrbwSUQ2Zg,0,0,Mj6ylqbyJZVOuS3LTakzQA,3,0,u3rRXtoRxE5W1O19yVfslA,,,1,0,0,1,1,0,0,1,average,0,casual,1,0,1,0,,1,,,free,"Pizza, Restaurants, Food",Gilbert,1,Geno's Giant Slice,50,3,AZ,Others,3.86,669,409
wZukjLaf1V2dLRQap_Zriw,0,0,EeDZqm5iw6QzNgk0KbfFZA,3,0,rItnh9NGPXjMtKS7eZImZA,,,0,0,0,1,1,1,0,0,average,1,casual,0,1,2,1,,1,,,free,"Restaurants, Italian, Nightlife, Breakfast & Brunch, Bars, Food, Beer, Wine & Spirits, Wine Bars",Gilbert,1,Postino East,966,4.5,AZ,Italian,3.25,5,62
7Ny2GHLw8xl_kXfhfrvh5w,0,0,LI-VDhWgK2XalXofgfNvLA,1,0,yZS524J-Wqvj8Yp397LfdQ,,,1,0,0,1,1,1,1,1,average,1,casual,0,1,2,0,1,1,,,free,"Food, Barbeque, Restaurants, American (Traditional), Breakfast & Brunch",Chandler,1,BLD Chandler,662,3.5,AZ,American,2.55,4,27
EzNdXFIaUqU1SC75dJJKRw,0,1,M1qeBn4IFi5jfG_Yx-e5_g,1,0,Obv3VHKfIh-RgcNj_KdSOg,1,0,1,0,0,1,1,0,0,1,average,1,casual,0,1,2,1,1,1,,1,free,"Event Planning & Services, American (New), Caterers, Seafood, Restaurants, American (Traditional), Burgers, Steakhouses, Food",Scottsdale,0,Black & Bleu American Grill,138,3.5,AZ,American,3.75,0,4
3N9U549Zse8UP-MwKZAjAQ,0,0,7G2f5MIQQTlDGH_XvPQefQ,5,0,L_xaB_keKuj9WSztpEH2oQ,,,1,0,0,1,1,0,1,0,average,1,casual,0,1,2,0,,1,,,free,"Grocery, Food, Restaurants, Breakfast & Brunch, Coffee & Tea, American (New), Local Flavor",Gilbert,1,Liberty Market,1315,4,AZ,American,4.67,3,6
NwVj3tbEcR2F8fbrcOEV0Q,0,0,4DKm5-n8UzXb6Wlbg-tkxw,5,1,B_lGMaVZMEJDmgxGJjAeyQ,,,0,0,0,1,1,0,0,1,average,1,casual,0,1,2,1,,1,outdoor,,free,"Breweries, Bars, American (Traditional), Beer, Wine & Spirits, Nightlife, Gastropubs, Restaurants, Food, Sandwiches, Pubs, American (New)",Phoenix,1,Sunup Brewing,402,3.5,AZ,American,3.67,32,99
#NAME?,0,0,sdDHx6TYVextH3nvGz3RtA,5,0,Y2C40fA_hF1xAaHxvG0fSw,,,1,,,,,,,,,0,casual,0,,1,0,,1,,,no,"Restaurants, Food, Ice Cream & Frozen Yogurt, Fast Food",Phoenix,1,Dairy Queen,28,3,AZ,Others,3.07,16,55
9bIVU7I0GW8-GDQg7nIjGQ,0,0,HZh_z2uO6kPEiW5rzYcrKw,5,1,bwKuXP1ZspoiCvnkE34noQ,1,,1,0,0,1,0,0,0,0,average,1,casual,0,1,1,1,0,1,,1,free,"Cafes, Bakeries, Barbeque, Breakfast & Brunch, American (Traditional), Food, Restaurants, Sandwiches, American (New)",Chandler,1,American Way Market,112,4.5,AZ,American,4.24,12,67
hU6sN5r6vayqm_RMgvPGOQ,0,0,d55fhRO0gc-2UUkwz2NWFg,3,2,P1cF6tuUES0jMpoTdWZSlQ,,,0,,,,,,,1,quiet,1,casual,0,1,2,1,,1,,,no,"American (New), Bars, Restaurants, Wine Bars, Cheese Shops, Specialty Food, Food, Nightlife",Phoenix,0,Cheuvront,181,3.5,AZ,American,4,28,47
hzMhB8ft6ewaxbZnEcy5pw,0,0,TfojiL4WzvjDcw0b_A2A8g,4,1,AIkDGh7r54t3A-SQiP6qCg,1,,0,,,,,,,1,average,1,casual,0,1,2,0,,0,no,,free,"Pubs, Beer Bar, Nightlife, Bars, Food, Beer, Wine & Spirits, Restaurants, American (Traditional)",Chandler,1,The Casual Pint - Ocotillo,97,4,AZ,American,4.04,21,134
6VePv7drDpoG20ytyBFh7w,1,1,cHqbi1G_EULMBrvkP8T7Rw,5,1,rVsO0nieYXSToiHgopWFWQ,,,1,0,0,1,0,1,1,0,average,1,casual,1,1,1,0,,1,,,no,"Restaurants, Bagels, Food, Sandwiches, Breakfast & Brunch",Glendale,1,Hot Bagels & Deli,273,4.5,AZ,Others,3.89,6,18
0CElIQnJdQYF2bmsAiWczg,0,0,ACNz_cLPPPb3oueIuN2NbA,4,1,PmjMwU0LlTQMAqEgEd80OQ,1,,1,0,0,1,0,1,1,0,average,1,casual,0,1,2,0,0,1,,1,free,"Coffee & Tea, Sandwiches, Event Planning & Services, Restaurants, Wedding Chapels, Venues & Event Spaces, Juice Bars & Smoothies, Breakfast & Brunch, Food",Phoenix,1,Luci's at the Orchard,323,4,AZ,Others,3.28,16,66
yZAGhlsrmupLbrgdKm6reg,0,0,PQFxW4_W--fkxUOEXLeGYQ,5,0,peAkOoGqd2MoztIFL9vM9g,,,1,0,0,0,1,0,0,1,average,0,casual,0,1,3,1,,1,,,no,"American (Traditional), Restaurants, Comfort Food, Barbeque, Steakhouses",Scottsdale,1,Don & Charlie's,615,4,AZ,American,3.73,14,86
sWwCwjsd27k0Y8m1RIWZEg,0,0,BXNkHgh2mkEOxXOV2uGOow,4,2,p1fEeEBQuYah8o860Us5fQ,,,0,0,0,0,1,0,0,1,average,1,casual,0,1,3,1,,1,outdoor,,free,"Salad, Venues & Event Spaces, Food, Event Planning & Services, American (Traditional), Burgers, Desserts, Bars, American (New), Nightlife, Restaurants, Diners, Breakfast & Brunch",Paradise Valley,1,El Chorro,477,3.5,AZ,American,4.62,9,44
3N9U549Zse8UP-MwKZAjAQ,0,0,jLWbk4jBXBxYS9n9MKXJwA,5,0,RhIAZ3Aw66GPYmFt_cgjLQ,,,1,0,0,1,1,0,1,0,average,1,casual,0,1,2,0,,1,,,free,"Grocery, Food, Restaurants, Breakfast & Brunch, Coffee & Tea, American (New), Local Flavor",Gilbert,1,Liberty Market,1315,4,AZ,American,4.56,0,9
k8PmUlLzZQSTb2lxE1AlzA,0,0,99lz9QXjPSJul1TwCjZCAA,1,0,j0UlYE1KFntRQxrCaTt2Xw,,,1,,,,,,,0,,1,casual,0,1,1,0,,1,,,,"Restaurants, Food, Fast Food, Coffee & Tea, Burgers",Glendale,1,McDonald's,17,2,AZ,Others,3.67,0,2
xR1gLCH5resvtq1eV1nebg,0,0,QdE2J610tYNbKcMxRZ2wbA,3,0,tgnLo5hHksIeFyBnWHAzBA,0,0,1,0,0,1,1,0,0,1,loud,1,casual,0,1,2,1,,1,,,free,"Food, Bars, Fast Food, Sports Bars, Restaurants, American (Traditional), Diners, Beer, Wine & Spirits, Nightlife, Burgers",Scottsdale,1,Cold Beers & Cheeseburgers - Old Town,721,3.5,AZ,American,3.7,62,474
VLDFjeqpUgWhnVuB_8GuEg,0,0,pi5q6XlPWyv_yktZQuw6eg,5,0,RyoTi4p5nfvWhxGjrWmCkQ,1,,1,0,0,1,1,0,0,1,average,1,casual,0,1,2,1,,1,,1,free,"Vegetarian, Pizza, Vegan, Food, Restaurants, Salad, American (New)",Scottsdale,1,1 Food Kitchen,1124,4,AZ,American,3.98,9,54
0TBTV3q6QXCn9vNhy3Xi2w,0,0,_-S4SRhhHMjVsHstZIDQuA,4,0,3WOL-vicU07Qx0SNUdkIgQ,,,1,0,0,1,1,0,0,0,average,0,casual,0,1,2,1,,1,,,no,"Food, Beer, Wine & Spirits, Gluten-Free, Vegan, Ethiopian, African, Restaurants, Vegetarian",Tempe,1,Café Lalibela,471,4,AZ,Others,3.52,32,98
HwEDsb1xtRBTuFwATTRjpA,0,0,lgQ1dnRrMGA4XeKBAROJgQ,2,0,ONn9dpgfO2A-jGYDSjl9Qw,,,1,1,0,1,1,1,0,1,average,1,casual,1,1,2,1,1,1,,,no,"Food, American (New), Restaurants, Desserts, Seafood, Salad, American (Traditional)",Chandler,1,The Cheesecake Factory,439,3,AZ,American,4,0,7
b_8jCti0vuouJ_fjZpdmZw,1,1,NRYNqom8t7T6fpccJB9IgQ,1,7,VY229X2pjyVuX_PFjSSbPw,1,,1,0,0,1,0,1,1,1,average,1,casual,0,1,2,1,,1,,,free,"American (New), Music Venues, Restaurants, Breakfast & Brunch, Soul Food, Sandwiches, Food, Arts & Entertainment, Nightlife",Scottsdale,1,Soul - Modern AZ Cuisine,502,4,AZ,American,3.46,36,67
PxVDTzEtny8OfF7dWbSxPw,1,0,zgAPROYnqsMoyj9aJ3-0MQ,4,0,gzIIogl9Z9o1qog1Ve8QSw,,,1,0,0,1,1,1,0,1,average,1,casual,0,1,2,0,0,1,,1,free,"Breakfast & Brunch, American (New), Comfort Food, Restaurants",Gilbert,1,Grubstak,378,4.5,AZ,American,4.07,20,96
#NAME?,1,4,eYJLAf0dHXMGOLwc__m0mQ,2,5,_A7WIAi1PYfrH72Hvt03bQ,,,1,0,0,1,1,0,0,0,average,0,casual,0,1,2,0,1,1,,,no,"Food, Restaurants, Juice Bars & Smoothies, Korean",Scottsdale,1,Red Kimchi Korean Restaurant,115,3.5,AZ,Korean,3.16,10,38
3Hu-IPhq5I_jyb3YfeHpGQ,0,0,ZR8t74rI7W6AJLghBfweTw,5,0,JmzrlzopW9fdHcCUu7Vs8Q,,,1,0,0,1,0,1,1,0,average,1,casual,0,1,2,0,,1,,,free,"American (Traditional), Restaurants, Sandwiches, Bakeries, Food, Breakfast & Brunch",Phoenix,1,Wildflower,231,4,AZ,American,3.63,3,27
IZUDXIq5SULhQ5RGLCdB7g,0,0,dvdc9dtScjDVO0gCpcdXDg,2,1,35ztVDS9u6XUlnNE_XvYrA,,,1,0,1,1,1,0,0,0,quiet,1,casual,1,1,1,0,0,1,,1,no,"Tacos, Street Vendors, Restaurants, Mexican, Food",Phoenix,1,Mr Mesquite Taqueria,213,4,AZ,Mexican,4.13,26,68
9kFKG-MyIEh5Fteb3-6Yxg,0,0,AWOk9Dp-aj3W-hbsKmLnEw,5,0,6WqacxebEBmZiMX1IYR0_A,,,1,0,0,0,0,0,0,0,quiet,1,,0,1,2,0,0,1,,1,free,"Poke, Hawaiian, Food, Restaurants, Sushi Bars",Chandler,1,Koi Poke - The Plant,72,4.5,AZ,Others,4.2,0,5
YPavuOh2XsnRbLfl0DH2lQ,0,0,BVEhPXijF5uEPKjBQo4Bzw,2,0,AR2rFgTGcJQ2unqwa3ohZQ,,,1,0,0,1,1,0,0,1,average,1,casual,0,1,2,0,,1,,,free,"Soul Food, Southern, Waffles, Restaurants",Phoenix,1,Lo-Lo's Chicken & Waffles,1807,4,AZ,Others,3.18,3,79
HwEDsb1xtRBTuFwATTRjpA,0,0,HLcSOT-Z_ZJl1fvUUqlNGQ,5,0,4H0S4rRE3o-v1p7LdCseiQ,,,1,1,0,1,1,1,0,1,average,1,casual,1,1,2,1,1,1,,,no,"Food, American (New), Restaurants, Desserts, Seafood, Salad, American (Traditional)",Chandler,1,The Cheesecake Factory,439,3,AZ,American,4.37,4,28
JzOp695tclcNCNMuBl7oxA,0,0,Dpz3G_KDcl0L_-FmrQxjoQ,5,0,WxwBaCUHlIeGuux6acCQBA,,0,0,0,0,1,1,0,0,1,loud,1,casual,0,1,2,0,,1,,,free,"Sandwiches, Food, Burgers, Restaurants, American (New), Specialty Food, Breakfast & Brunch, Breweries, Pizza, Nightlife, Bars, Pubs, Cheese Shops",Tempe,1,Four Peaks Brewing,2189,4.5,AZ,American,3.55,29,38
nbYLSI9dHj3BlznjapQTFw,0,0,ghgm2Le8ShTJQa8q9SaJbg,3,1,A0j21z2Q1HGic7jW6e9h7A,,,1,0,0,1,0,0,0,1,,1,casual,,0,1,0,,1,,1,free,"Cafes, Food, Restaurants, Coffee & Tea, Thai",Fountain Hills,1,Mountain View Thai Cafe,83,3.5,AZ,Thai,3.68,19783,1276
Sg36zmOvyPAmuz6vME56Vw,0,0,ia-_7Y07FYvNA8_dO5mjGg,5,0,YzGQCUxpiN607wYX06x3BA,,0,0,0,0,1,0,1,1,1,average,1,casual,0,1,1,0,,1,,,free,"Sports Bars, Chicken Wings, Music Venues, Arts & Entertainment, Food, Bars, Burgers, Nightlife, Karaoke, Restaurants",Phoenix,1,Ole Brass Rail,88,3.5,AZ,Others,4.22,12,89
Znh1IeGT1EbiQsZqg2Acpg,0,0,230Fi9Q-h2aDwuVVSdUaPA,3,0,tlFJb9Zf0LEFlE_du9f5tw,,0,1,0,0,1,1,0,0,1,average,1,casual,0,1,1,0,0,1,,,no,"Restaurants, Fast Food, Delis, Sandwiches",Phoenix,1,Firehouse Subs,74,3,AZ,Others,3,0,9
e4NQLZynhSmvwl38hC4m-A,2,2,tYFUDH0BzfRWXKijrt90BQ,5,3,ED7dq2rT3IWXjSl58CR36w,,,1,0,0,1,1,0,0,0,average,1,casual,0,1,1,0,,1,,,no,"Restaurants, Mexican, Food",Mesa,1,Backyard Taco,1202,4.5,AZ,Mexican,4.34,127,69
aXRrMXXoAN7lawHICgmsxw,2,0,7xkQP6H4WyE3-tE4Id8RVA,5,1,TD8IbuXmKA3vjN6Cg2iX8g,1,0,0,0,0,1,1,0,0,0,average,1,casual,0,1,2,0,1,1,,1,free,"Restaurants, Japanese, Food, Salad, Desserts, Tacos, Street Vendors, Coffee & Tea, Breakfast & Brunch, Burgers, Mexican",Phoenix,1,The Dressing Room,422,4.5,AZ,"Japanese, Mexican",3.99,55,113
U99Zvi9LLv67TZ2z6ddsWQ,0,1,BwRsmibTtcy9MDP_tzNtjA,2,0,4kAqrRvCLk-0ZfkF7hyE8Q,,,1,0,0,1,1,0,0,1,average,1,casual,0,1,2,1,,1,,,free,"Restaurants, Fast Food, Burgers, American (New), American (Traditional)",Scottsdale,1,Pinnacle Grille,165,3.5,AZ,American,4.09,0,20
KzCyiOcmnJR08P7PyJ4knQ,0,0,kJdFWrFXJyX7hZfr9lvvyw,5,0,hoM1RR6e-MyiU1-PWzfNtQ,,,1,,,,,,,0,average,0,casual,0,1,2,0,,1,,,no,"Bed & Breakfast, Food, Restaurants, Bakeries, Hotels & Travel, American (Traditional)",Mesa,0,Coco's Bakery & Restaurant,22,3,AZ,American,3.77,62,115
s_7ALFRcm-tOYM0oH9kaWw,0,0,nWokoGupzhjlzbWHbEBpxA,4,0,b3VseGQRGFH6ohd4If5pOQ,,,1,0,0,1,0,0,0,0,average,0,casual,0,1,2,0,1,1,,,no,"American (New), Bakeries, Restaurants, Food, Specialty Food, Meat Shops",Mesa,1,Midwestern Meats,143,3.5,AZ,American,3.5,0,12
e4qQlNEop42LoFBwv71dVw,0,0,AbSFtiGor8HVuvHsx0_xyA,1,6,6FFVfW6iF8Pus_EAGUaJig,,,0,0,0,0,1,0,0,0,average,1,dressy,0,1,3,1,,1,,,no,"Restaurants, Steakhouses, American (Traditional), Seafood, Food",Scottsdale,1,Ruth's Chris Steak House,402,4,AZ,American,3.84,93,123
0Rni7ocMC_Lg2UH0lDeKMQ,1,0,vYJJU9-a68xqexGdQtPhRw,5,1,D5ywfFmwtJxLReqAYlDDmw,,,1,0,0,1,1,0,0,1,average,0,casual,1,1,1,0,,1,,,no,"Italian, Pizza, Sandwiches, Restaurants, Food",Ahwatukee,1,Barro's Pizza,99,3.5,AZ,Italian,4.31,31,79
2GmGT-7QjowR1ihup3FbVA,0,0,JSYy8cwoHLRpeB1fAt9A2Q,5,3,B8rWC70PD8EmWn_wxHZO_A,,,1,0,0,1,1,0,0,0,average,1,casual,0,1,1,1,1,1,,1,no,"Grocery, Mediterranean, Food, Restaurants, Greek, Middle Eastern",Tempe,1,Haji-Baba,800,4.5,AZ,Mediterranean,4.24,23,115
4s_cPDS_AkLP1fXMJPqB2w,1,1,r5mWcRbYx4gGaxfozzzJUw,3,1,jota0sSnaRVO-pyr1IM5IA,,,1,0,0,1,1,0,0,1,average,1,casual,0,1,2,1,1,1,,1,no,"Sushi Bars, Restaurants, Korean, Seafood, Food",Chandler,1,GOGI,329,4,AZ,Korean,3.9,11,81
